striker,bowler,runs,balls
S Rana,L Balaji,8,6
S Rana,MG Johnson,0,2
S Rana,SR Watson,1,3
S Rana,Sandeep Sharma,9,6
S Rana,TG Southee,0,2
S Sohal,A Nehra,2,10
S Sohal,A Singh,0,1
S Sohal,AB Agarkar,0,1
S Sohal,AB Dinda,25,15
S Sohal,B Kumar,3,4
S Sohal,B Lee,2,7
S Sohal,CH Gayle,9,5
S Sohal,DE Bollinger,11,4
S Sohal,DJ Bravo,15,5
S Sohal,DL Vettori,2,4
S Sohal,DS Kulkarni,17,7
S Sohal,Harbhajan Singh,6,6
S Sohal,I Sharma,2,4
S Sohal,IK Pathan,5,3
S Sohal,Iqbal Abdulla,10,5
S Sohal,JA Morkel,25,13
S Sohal,JJ van der Wath,5,7
S Sohal,L Balaji,14,8
S Sohal,M Morkel,4,5
S Sohal,MF Maharoof,1,2
S Sohal,MM Patel,8,6
S Sohal,MR Marsh,12,5
S Sohal,MS Gony,2,5
S Sohal,P Kumar,6,3
S Sohal,R Ashwin,10,9
S Sohal,R Sharma,8,4
S Sohal,RG Sharma,0,1
S Sohal,RJ Harris,23,19
S Sohal,RP Singh,16,17
S Sohal,S Aravind,7,5
S Sohal,S Randiv,12,6
S Sohal,SL Malinga,17,17
S Sohal,Shoaib Ahmed,7,3
S Sohal,T Thushara,2,5
S Sohal,WD Parnell,13,8
S Sohal,Z Khan,7,9
S Sriram,AB Agarkar,5,2
S Sriram,AB Dinda,2,3
S Sriram,I Sharma,8,7
S Vidyut,A Nehra,12,6
S Vidyut,GD McGrath,11,8
S Vidyut,IK Pathan,5,5
S Vidyut,MM Patel,3,5
S Vidyut,Mohammad Asif,9,4
S Vidyut,PJ Sangwan,13,10
S Vidyut,S Sreesanth,11,8
S Vidyut,SM Pollock,4,5
S Vidyut,SR Watson,22,14
S Vidyut,Sohail Tanvir,1,4
S Vidyut,VY Mahesh,22,10
S Vidyut,YK Pathan,0,2
SA Asnodkar,A Nehra,7,11
SA Asnodkar,A Symonds,0,1
SA Asnodkar,AB Agarkar,12,6
SA Asnodkar,AB Dinda,5,5
SA Asnodkar,CK Langeveldt,4,5
SA Asnodkar,CRD Fernando,2,2
SA Asnodkar,DP Nannes,0,2
SA Asnodkar,DS Kulkarni,6,2
SA Asnodkar,FH Edwards,1,2
SA Asnodkar,GD McGrath,7,4
SA Asnodkar,I Sharma,11,6
SA Asnodkar,IK Pathan,1,2
SA Asnodkar,JA Morkel,10,12
SA Asnodkar,JDP Oram,14,7
SA Asnodkar,JH Kallis,9,6
SA Asnodkar,L Balaji,1,3
SA Asnodkar,M Ntini,29,17
SA Asnodkar,MF Maharoof,5,2
SA Asnodkar,MS Gony,57,33
SA Asnodkar,Mohammad Asif,16,8
SA Asnodkar,P Kumar,22,23
SA Asnodkar,PJ Sangwan,10,5
SA Asnodkar,RJ Harris,1,1
SA Asnodkar,RP Singh,9,8
SA Asnodkar,RR Powar,3,3
SA Asnodkar,S Tyagi,9,7
SA Asnodkar,SM Pollock,22,15
SA Asnodkar,Umar Gul,5,2
SA Asnodkar,VY Mahesh,15,6
SA Asnodkar,WPUJC Vaas,0,5
SA Asnodkar,Z Khan,9,5
SA Yadav,A Nortje,8,4
SA Yadav,AD Mathews,3,3
SA Yadav,AD Russell,5,6
SA Yadav,AJ Tye,6,7
SA Yadav,AR Patel,4,7
SA Yadav,AS Rajpoot,64,30
SA Yadav,Arshdeep Singh,1,1
SA Yadav,BA Stokes,1,2
SA Yadav,DL Chahar,49,36
SA Yadav,DR Smith,2,3
SA Yadav,DS Kulkarni,30,18
SA Yadav,GC Viljoen,17,7
SA Yadav,HF Gurney,6,6
SA Yadav,Harbhajan Singh,8,7
SA Yadav,I Sharma,0,4
SA Yadav,I Udana,0,2
SA Yadav,JA Morkel,15,7
SA Yadav,JC Archer,9,10
SA Yadav,JD Unadkat,13,9
SA Yadav,JO Holder,6,5
SA Yadav,K Gowtham,11,10
SA Yadav,K Rabada,3,4
SA Yadav,KA Jamieson,5,5
SA Yadav,KK Ahmed,8,4
SA Yadav,Kartik Tyagi,10,4
SA Yadav,M Prasidh Krishna,15,15
SA Yadav,MG Johnson,29,10
SA Yadav,MM Sharma,2,6
SA Yadav,MP Stoinis,11,4
SA Yadav,Mohammad Nabi,11,11
SA Yadav,Mohammed Shami,15,10
SA Yadav,Mohammed Siraj,4,3
SA Yadav,Mujeeb Ur Rahman,1,2
SA Yadav,N Rana,1,1
SA Yadav,NLTC Perera,11,9
SA Yadav,P Kumar,2,9
SA Yadav,PJ Cummins,1,1
SA Yadav,PP Chawla,10,5
SA Yadav,R Ashwin,36,23
SA Yadav,RA Jadeja,0,3
SA Yadav,Ravi Bishnoi,1,1
SA Yadav,S Gopal,1,1
SA Yadav,S Kaul,21,8
SA Yadav,S Lamichhane,12,4
SA Yadav,S Nadeem,20,10
SA Yadav,S Sandeep Warrier,23,8
SA Yadav,SM Curran,0,1
SA Yadav,SN Thakur,18,10
SA Yadav,SP Narine,12,10
SA Yadav,SR Watson,21,11
SA Yadav,SS Cottrell,9,6
SA Yadav,Sandeep Sharma,22,22
SA Yadav,Shakib Al Hasan,1,4
SA Yadav,Shivam Mavi,2,2
SA Yadav,T Natarajan,1,5
SA Yadav,TA Boult,16,8
SA Yadav,TG Southee,5,5
SA Yadav,TK Curran,11,7
SA Yadav,UT Yadav,5,5
SA Yadav,YS Chahal,4,2
SB Styris,M Ntini,4,8
SB Styris,MS Gony,2,2
SB Styris,Umar Gul,3,3
SC Ganguly,A Chandila,2,4
SC Ganguly,A Kumble,0,1
SC Ganguly,A Mishra,3,7
SC Ganguly,A Nehra,13,7
SC Ganguly,A Symonds,6,4
SC Ganguly,AA Chavan,4,5
SC Ganguly,AA Noffke,5,3
SC Ganguly,AB McDonald,1,2
SC Ganguly,AD Mascarenhas,5,5
SC Ganguly,AG Murtaza,6,6
SC Ganguly,Ankit Sharma,6,6
SC Ganguly,B Lee,1,2
SC Ganguly,CRD Fernando,12,6
SC Ganguly,DE Bollinger,21,13
SC Ganguly,DJ Bravo,19,12
SC Ganguly,DL Vettori,14,6
SC Ganguly,DP Nannes,7,13
SC Ganguly,DP Vijaykumar,10,7
SC Ganguly,DT Christian,0,5
SC Ganguly,DW Steyn,20,19
SC Ganguly,FH Edwards,0,8
SC Ganguly,Harbhajan Singh,10,11
SC Ganguly,Harmeet Singh,1,4
SC Ganguly,IK Pathan,26,20
SC Ganguly,Iqbal Abdulla,4,7
SC Ganguly,J Botha,6,4
SC Ganguly,J Theron,8,12
SC Ganguly,JA Morkel,11,16
SC Ganguly,JDP Oram,7,4
SC Ganguly,JH Kallis,10,5
SC Ganguly,JP Duminy,4,5
SC Ganguly,JP Faulkner,5,6
SC Ganguly,Jaskaran Singh,2,3
SC Ganguly,KAJ Roach,10,6
SC Ganguly,KMDN Kulasekara,2,4
SC Ganguly,Kamran Khan,6,3
SC Ganguly,L Balaji,1,4
SC Ganguly,M Morkel,7,6
SC Ganguly,M Muralitharan,0,2
SC Ganguly,M Ntini,1,4
SC Ganguly,MF Maharoof,12,9
SC Ganguly,MM Patel,1,7
SC Ganguly,MS Gony,17,12
SC Ganguly,P Awana,8,4
SC Ganguly,P Kumar,41,33
SC Ganguly,PJ Sangwan,10,13
SC Ganguly,R Ashwin,12,14
SC Ganguly,R McLaren,19,9
SC Ganguly,R Vinay Kumar,8,10
SC Ganguly,RJ Harris,6,8
SC Ganguly,RP Singh,7,10
SC Ganguly,RR Powar,17,12
SC Ganguly,S Sreesanth,12,11
SC Ganguly,S Tyagi,2,9
SC Ganguly,SB Styris,7,8
SC Ganguly,SJ Srivastava,27,11
SC Ganguly,SK Trivedi,6,5
SC Ganguly,SL Malinga,3,4
SC Ganguly,SM Pollock,4,3
SC Ganguly,SR Watson,27,24
SC Ganguly,SW Tait,2,5
SC Ganguly,Sohail Tanvir,7,8
SC Ganguly,UT Yadav,1,5
SC Ganguly,V Pratap Singh,1,3
SC Ganguly,VS Malik,2,4
SC Ganguly,WPUJC Vaas,14,13
SC Ganguly,YK Pathan,11,7
SC Ganguly,Z Khan,11,12
SD Chitnis,M Morkel,0,3
SD Chitnis,UT Yadav,1,3
SD Lad,AS Rajpoot,14,6
SD Lad,Mohammed Shami,1,7
SE Marsh,A Chandila,7,10
SE Marsh,A Choudhary,1,4
SE Marsh,A Nehra,23,20
SE Marsh,A Singh,2,3
SE Marsh,AA Chavan,1,3
SE Marsh,AA Jhunjhunwala,12,9
SE Marsh,AB Agarkar,7,4
SE Marsh,AB Dinda,11,11
SE Marsh,AB McDonald,1,2
SE Marsh,AC Thomas,1,1
SE Marsh,AM Salvi,5,3
SE Marsh,AN Ahmed,2,2
SE Marsh,B Kumar,6,8
SE Marsh,BAW Mendis,10,7
SE Marsh,BB Sran,1,1
SE Marsh,Basil Thampi,11,7
SE Marsh,CH Gayle,1,2
SE Marsh,CH Morris,3,10
SE Marsh,CR Brathwaite,1,1
SE Marsh,DE Bollinger,8,9
SE Marsh,DJ Hooda,18,9
SE Marsh,DNT Zoysa,3,5
SE Marsh,DP Vijaykumar,13,6
SE Marsh,DS Kulkarni,18,12
SE Marsh,DT Christian,2,4
SE Marsh,DW Steyn,30,19
SE Marsh,GD McGrath,2,4
SE Marsh,HH Pandya,15,8
SE Marsh,HV Patel,9,4
SE Marsh,Harbhajan Singh,14,13
SE Marsh,I Sharma,13,17
SE Marsh,IC Pandey,1,3
SE Marsh,IK Pathan,9,7
SE Marsh,Iqbal Abdulla,4,4
SE Marsh,J Botha,3,3
SE Marsh,J Theron,14,7
SE Marsh,JA Morkel,23,21
SE Marsh,JD Unadkat,5,6
SE Marsh,JH Kallis,10,9
SE Marsh,JJ Bumrah,2,2
SE Marsh,JJ van der Wath,4,6
SE Marsh,JP Duminy,8,7
SE Marsh,JP Faulkner,10,11
SE Marsh,KK Cooper,0,3
SE Marsh,KMDN Kulasekara,2,5
SE Marsh,M Morkel,22,26
SE Marsh,M Muralitharan,5,3
SE Marsh,M Ntini,16,12
SE Marsh,MC Henriques,4,2
SE Marsh,MG Johnson,4,6
SE Marsh,MJ McClenaghan,10,8
SE Marsh,MM Patel,17,18
SE Marsh,MM Sharma,17,10
SE Marsh,MN Samuels,8,6
SE Marsh,MS Gony,9,9
SE Marsh,NB Singh,6,6
SE Marsh,NLTC Perera,1,3
SE Marsh,NM Coulter-Nile,11,11
SE Marsh,P Kumar,11,17
SE Marsh,P Negi,4,3
SE Marsh,PJ Sangwan,1,3
SE Marsh,PP Ojha,7,5
SE Marsh,PV Tambe,4,3
SE Marsh,Pankaj Singh,1,1
SE Marsh,R Ashwin,6,12
SE Marsh,R Dhawan,5,5
SE Marsh,R McLaren,12,8
SE Marsh,R Rampaul,1,3
SE Marsh,R Vinay Kumar,13,14
SE Marsh,RG Sharma,1,1
SE Marsh,RJ Harris,0,1
SE Marsh,RP Singh,36,22
SE Marsh,S Aravind,10,14
SE Marsh,S Dhawan,2,3
SE Marsh,S Kaul,7,9
SE Marsh,S Sreesanth,22,16
SE Marsh,S Tyagi,1,3
SE Marsh,SB Bangar,3,5
SE Marsh,SB Jakati,1,3
SE Marsh,SB Styris,2,3
SE Marsh,SB Wagh,6,7
SE Marsh,SK Raina,1,4
SE Marsh,SL Malinga,18,13
SE Marsh,SM Pollock,7,11
SE Marsh,SN Thakur,5,7
SE Marsh,SP Narine,2,7
SE Marsh,SR Watson,50,27
SE Marsh,STR Binny,6,3
SE Marsh,SW Tait,5,9
SE Marsh,Shahid Afridi,9,3
SE Marsh,Shakib Al Hasan,3,3
SE Marsh,TA Boult,3,5
SE Marsh,TG Southee,0,1
SE Marsh,UT Yadav,0,1
SE Marsh,Umar Gul,5,7
SE Marsh,VR Aaron,0,1
SE Marsh,VS Malik,8,5
SE Marsh,VS Yeligati,11,4
SE Marsh,WD Parnell,2,4
SE Marsh,Y Venugopal Rao,13,6
SE Marsh,YK Pathan,1,3
SE Marsh,Z Khan,35,31
SK Raina,A Chandila,1,2
SK Raina,A Mithun,0,5
SK Raina,A Nehra,13,19
SK Raina,A Singh,12,6
SK Raina,A Symonds,1,2
SK Raina,AB Agarkar,5,4
SK Raina,AB Dinda,28,12
SK Raina,AB McDonald,10,5
SK Raina,AD Mascarenhas,12,7
SK Raina,AD Mathews,2,3
SK Raina,AJ Tye,10,8
SK Raina,AN Ahmed,11,6
SK Raina,AR Patel,14,7
SK Raina,AS Rajpoot,13,8
SK Raina,Ankit Sharma,4,5
SK Raina,Anureet Singh,1,2
SK Raina,Azhar Mahmood,2,6
SK Raina,B Kumar,52,45
SK Raina,B Laughlin,2,2
SK Raina,B Lee,10,9
SK Raina,B Stanlake,6,6
SK Raina,BA Stokes,23,11
SK Raina,BB Sran,11,7
SK Raina,BE Hendricks,3,4
SK Raina,CH Gayle,27,11
SK Raina,CH Morris,9,12
SK Raina,CR Woakes,16,11
SK Raina,D Wiese,16,13
SK Raina,DJ Bravo,19,13
SK Raina,DJ Hooda,9,6
SK Raina,DJ Hussey,5,4
SK Raina,DP Nannes,2,2
SK Raina,DP Vijaykumar,14,8
SK Raina,DR Smith,21,8
SK Raina,DS Kulkarni,16,12
SK Raina,DT Christian,10,9
SK Raina,DW Steyn,12,11
SK Raina,FH Edwards,2,4
SK Raina,Gurkeerat Singh,11,5
SK Raina,HF Gurney,6,4
SK Raina,HH Pandya,2,4
SK Raina,HV Patel,15,11
SK Raina,Harbhajan Singh,19,20
SK Raina,Harmeet Singh,0,2
SK Raina,I Sharma,19,9
SK Raina,IK Pathan,41,29
SK Raina,Iqbal Abdulla,8,8
SK Raina,J Botha,11,9
SK Raina,J Suchith,1,2
SK Raina,J Yadav,5,4
SK Raina,JC Archer,12,10
SK Raina,JD Unadkat,12,10
SK Raina,JEC Franklin,2,2
SK Raina,JH Kallis,4,7
SK Raina,JJ Bumrah,22,20
SK Raina,JP Behrendorff,16,13
SK Raina,JP Duminy,6,4
SK Raina,JP Faulkner,6,4
SK Raina,K Gowtham,10,5
SK Raina,K Rabada,19,12
SK Raina,KC Cariappa,7,4
SK Raina,KH Pandya,14,7
SK Raina,KK Ahmed,1,1
SK Raina,KK Cooper,8,4
SK Raina,KW Richardson,6,5
SK Raina,L Balaji,5,5
SK Raina,LR Shukla,5,5
SK Raina,M Kartik,8,3
SK Raina,M Morkel,13,8
SK Raina,M Muralitharan,1,5
SK Raina,M Prasidh Krishna,15,11
SK Raina,MA Starc,11,8
SK Raina,MC Henriques,1,2
SK Raina,MG Johnson,34,25
SK Raina,MJ McClenaghan,35,19
SK Raina,MM Ali,1,1
SK Raina,MM Patel,29,11
SK Raina,MM Sharma,21,17
SK Raina,MP Stoinis,10,8
SK Raina,MS Gony,5,3
SK Raina,Mohammed Shami,25,13
SK Raina,Mohammed Siraj,6,3
SK Raina,Mustafizur Rahman,1,1
SK Raina,NLTC Perera,6,7
SK Raina,NM Coulter-Nile,4,7
SK Raina,P Awana,42,12
SK Raina,P Kumar,21,11
SK Raina,PJ Cummins,17,14
SK Raina,PJ Sangwan,10,6
SK Raina,PP Chawla,26,15
SK Raina,PP Ojha,1,1
SK Raina,PV Tambe,2,4
SK Raina,Pankaj Singh,10,9
SK Raina,Parvez Rasool,1,1
SK Raina,R Ashwin,14,8
SK Raina,R Dhawan,2,2
SK Raina,R McLaren,1,2
SK Raina,R Rampaul,2,4
SK Raina,R Sharma,1,2
SK Raina,R Shukla,5,3
SK Raina,R Vinay Kumar,23,19
SK Raina,RD Chahar,1,3
SK Raina,RJ Harris,1,4
SK Raina,RP Singh,15,13
SK Raina,RR Powar,17,8
SK Raina,Rashid Khan,0,1
SK Raina,S Aravind,23,18
SK Raina,S Badree,1,3
SK Raina,S Kaul,5,5
SK Raina,S Nadeem,1,1
SK Raina,S Sreesanth,30,19
SK Raina,SB Styris,1,1
SK Raina,SB Wagh,4,1
SK Raina,SK Trivedi,23,11
SK Raina,SL Malinga,26,27
SK Raina,SM Curran,1,2
SK Raina,SM Harwood,2,6
SK Raina,SM Pollock,0,1
SK Raina,SP Narine,21,28
SK Raina,SR Watson,14,12
SK Raina,SW Tait,11,7
SK Raina,Sandeep Sharma,101,42
SK Raina,Shahid Afridi,1,3
SK Raina,Shakib Al Hasan,12,17
SK Raina,Sohail Tanvir,15,9
SK Raina,T Natarajan,4,4
SK Raina,TA Boult,0,2
SK Raina,TG Southee,5,7
SK Raina,TK Curran,2,5
SK Raina,UT Yadav,43,47
SK Raina,V Pratap Singh,18,7
SK Raina,VR Aaron,3,4
SK Raina,VRV Singh,15,10
SK Raina,WPUJC Vaas,6,3
SK Raina,Washington Sundar,1,1
SK Raina,Y Venugopal Rao,6,3
SK Raina,YA Abdulla,9,3
SK Raina,YK Pathan,29,27
SK Raina,YS Chahal,14,12
SK Raina,Z Khan,20,19
SM Curran,AS Rajpoot,1,1
SM Curran,Avesh Khan,12,6
SM Curran,BA Stokes,7,2
SM Curran,JC Archer,2,8
SM Curran,KK Ahmed,28,12
SM Curran,Kartik Tyagi,6,5
SM Curran,S Lamichhane,8,4
SM Curran,Sandeep Sharma,4,10
SM Curran,TA Boult,1,2
SM Curran,TU Deshpande,0,3
SM Katich,A Nehra,2,3
SM Katich,A Singh,1,1
SM Katich,A Symonds,2,6
SM Katich,AB Agarkar,2,2
SM Katich,AB Dinda,11,6
SM Katich,CH Gayle,0,1
SM Katich,DS Kulkarni,0,2
SM Katich,GD McGrath,18,13
SM Katich,I Sharma,7,6
SM Katich,JA Morkel,14,8
SM Katich,M Muralitharan,2,5
SM Katich,MF Maharoof,1,2
SM Katich,MS Gony,24,9
SM Katich,Mohammad Asif,17,7
SM Katich,PJ Sangwan,18,6
SM Katich,R Ashwin,0,3
SM Katich,RG Sharma,1,3
SM Katich,RJ Harris,6,4
SM Katich,RP Singh,11,6
SM Katich,S Tyagi,1,1
SM Katich,SK Trivedi,4,3
SM Katich,SM Harwood,1,4
SM Katich,Shoaib Ahmed,2,3
SM Katich,T Thushara,1,1
SM Katich,YK Pathan,5,5
SM Pollock,MS Gony,1,2
SM Pollock,Shahid Afridi,0,4
SN Khan,AD Russell,5,3
SN Khan,CH Morris,9,5
SN Khan,DL Chahar,4,5
SN Khan,Harbhajan Singh,2,2
SN Khan,K Rabada,5,4
SN Khan,M Prasidh Krishna,2,4
SN Khan,S Lamichhane,1,1
SN Khan,SC Kuggeleijn,8,4
SO Hetmyer,B Kumar,9,10
SO Hetmyer,JO Holder,10,7
SO Hetmyer,KK Ahmed,13,9
SO Hetmyer,Mohammad Nabi,1,3
SO Hetmyer,Mohammed Shami,6,7
SO Hetmyer,Rashid Khan,9,6
SO Hetmyer,SS Cottrell,1,6
SO Hetmyer,Sandeep Sharma,6,5
SP Fleming,A Kumble,1,3
SP Fleming,A Nehra,1,2
SP Fleming,AB Agarkar,2,2
SP Fleming,AB Dinda,5,2
SP Fleming,DJ Bravo,5,4
SP Fleming,DP Vijaykumar,18,15
SP Fleming,GD McGrath,6,10
SP Fleming,I Sharma,9,5
SP Fleming,IK Pathan,1,2
SP Fleming,JH Kallis,1,2
SP Fleming,Mohammad Asif,8,6
SP Fleming,P Kumar,15,11
SP Fleming,PJ Sangwan,1,1
SP Fleming,RP Singh,12,9
SP Fleming,S Sreesanth,0,2
SP Fleming,SB Styris,1,3
SP Fleming,SM Pollock,5,12
SP Fleming,Shoaib Akhtar,10,5
SP Fleming,Sohail Tanvir,0,3
SP Fleming,VY Mahesh,20,11
SP Fleming,YK Pathan,7,3
SP Goswami,A Nehra,6,6
SP Goswami,AB Agarkar,20,11
SP Goswami,AC Thomas,6,3
SP Goswami,AD Russell,20,8
SP Goswami,AN Ahmed,0,1
SP Goswami,B Lee,1,1
SP Goswami,CH Gayle,1,3
SP Goswami,CK Langeveldt,8,10
SP Goswami,CRD Fernando,2,3
SP Goswami,DL Chahar,6,5
SP Goswami,I Sharma,3,9
SP Goswami,IK Pathan,9,13
SP Goswami,Iqbal Abdulla,6,3
SP Goswami,JH Kallis,5,6
SP Goswami,L Ngidi,12,9
SP Goswami,M Kartik,8,6
SP Goswami,M Morkel,14,10
SP Goswami,M Ntini,6,10
SP Goswami,M Prasidh Krishna,2,2
SP Goswami,MM Patel,0,4
SP Goswami,MS Gony,4,9
SP Goswami,Mohammed Siraj,0,3
SP Goswami,PP Chawla,7,5
SP Goswami,SL Malinga,2,3
SP Goswami,SM Pollock,10,11
SP Goswami,SP Narine,3,5
SP Goswami,UT Yadav,1,2
SP Goswami,VS Malik,10,9
SP Goswami,VY Mahesh,6,6
SP Jackson,BA Stokes,1,2
SP Jackson,JD Unadkat,5,5
SP Jackson,Washington Sundar,4,2
SP Narine,A Nehra,5,4
SP Narine,A Nortje,4,2
SP Narine,AJ Tye,5,3
SP Narine,AS Rajpoot,8,9
SP Narine,B Kumar,28,17
SP Narine,B Laughlin,7,3
SP Narine,BA Stokes,0,2
SP Narine,BB Sran,8,4
SP Narine,Basil Thampi,14,5
SP Narine,CH Morris,1,1
SP Narine,CR Woakes,20,7
SP Narine,CV Varun,24,5
SP Narine,DL Chahar,18,5
SP Narine,DS Kulkarni,32,21
SP Narine,DW Steyn,17,10
SP Narine,GC Viljoen,1,2
SP Narine,GJ Maxwell,22,7
SP Narine,Harbhajan Singh,1,5
SP Narine,I Sharma,1,3
SP Narine,JC Archer,1,3
SP Narine,JD Unadkat,19,17
SP Narine,JJ Bumrah,2,4
SP Narine,JL Pattinson,8,7
SP Narine,JP Faulkner,16,5
SP Narine,K Gowtham,49,17
SP Narine,K Rabada,3,4
SP Narine,KK Ahmed,20,10
SP Narine,KM Asif,10,10
SP Narine,KV Sharma,1,3
SP Narine,L Ngidi,9,4
SP Narine,MG Johnson,2,3
SP Narine,MJ Henry,0,1
SP Narine,MJ McClenaghan,4,2
SP Narine,MJ Santner,4,5
SP Narine,MM Sharma,11,8
SP Narine,Mohammed Shami,0,3
SP Narine,Mohammed Siraj,0,2
SP Narine,Mujeeb Ur Rahman,4,6
SP Narine,NA Saini,16,12
SP Narine,P Kumar,12,6
SP Narine,R Ashwin,11,3
SP Narine,S Aravind,37,16
SP Narine,S Badree,48,16
SP Narine,S Kaul,2,2
SP Narine,S Nadeem,7,2
SP Narine,SK Raina,0,1
SP Narine,SL Malinga,8,3
SP Narine,SN Thakur,11,8
SP Narine,SR Watson,6,3
SP Narine,STR Binny,4,2
SP Narine,Sandeep Sharma,42,22
SP Narine,Shakib Al Hasan,10,3
SP Narine,TA Boult,13,8
SP Narine,TG Southee,15,17
SP Narine,TS Mills,6,2
SP Narine,UT Yadav,12,8
SP Narine,VR Aaron,16,4
SP Narine,Washington Sundar,21,10
SP Narine,YS Chahal,12,4
SP Narine,Z Khan,5,3
SPD Smith,A Chandila,0,1
SPD Smith,A Nehra,9,9
SPD Smith,AJ Tye,1,1
SPD Smith,AR Patel,16,14
SPD Smith,Anureet Singh,1,2
SPD Smith,B Kumar,7,9
SPD Smith,Basil Thampi,4,3
SPD Smith,Bipul Sharma,4,2
SPD Smith,CH Morris,10,6
SPD Smith,CR Woakes,7,4
SPD Smith,DL Chahar,19,15
SPD Smith,DS Kulkarni,7,4
SPD Smith,HV Patel,7,5
SPD Smith,I Sharma,18,13
SPD Smith,I Udana,4,4
SPD Smith,Iqbal Abdulla,1,2
SPD Smith,JD Unadkat,1,2
SPD Smith,JDS Neesham,14,6
SPD Smith,JJ Bumrah,18,17
SPD Smith,JL Pattinson,0,3
SPD Smith,JR Hazlewood,1,6
SPD Smith,K Rabada,14,8
SPD Smith,KH Pandya,7,5
SPD Smith,KK Ahmed,3,3
SPD Smith,KV Sharma,3,4
SPD Smith,KW Richardson,0,1
SPD Smith,L Ngidi,7,3
SPD Smith,M Prasidh Krishna,2,4
SPD Smith,M de Lange,7,6
SPD Smith,MA Starc,5,4
SPD Smith,MC Henriques,1,1
SPD Smith,MJ McClenaghan,21,10
SPD Smith,MJ Santner,2,3
SPD Smith,MM Sharma,3,7
SPD Smith,Mohammed Shami,24,14
SPD Smith,Mustafizur Rahman,21,13
SPD Smith,NLTC Perera,1,3
SPD Smith,NM Coulter-Nile,4,4
SPD Smith,P Kumar,36,20
SPD Smith,PJ Cummins,6,9
SPD Smith,PJ Sangwan,4,2
SPD Smith,PP Chawla,2,2
SPD Smith,R Ashwin,3,7
SPD Smith,R Vinay Kumar,1,1
SPD Smith,RD Chahar,1,1
SPD Smith,Rashid Khan,3,4
SPD Smith,S Aravind,0,2
SPD Smith,S Badree,5,4
SPD Smith,S Kaul,5,5
SPD Smith,S Nadeem,14,6
SPD Smith,SB Jakati,11,5
SPD Smith,SL Malinga,20,13
SPD Smith,SM Curran,3,7
SPD Smith,SN Thakur,9,5
SPD Smith,SP Narine,7,9
SPD Smith,SS Cottrell,10,7
SPD Smith,SW Tait,4,4
SPD Smith,Sandeep Sharma,21,16
SPD Smith,Shakib Al Hasan,2,4
SPD Smith,TA Boult,5,4
SPD Smith,TG Southee,13,5
SPD Smith,UT Yadav,6,5
SPD Smith,Washington Sundar,1,1
SPD Smith,YS Chahal,3,3
SPD Smith,Z Khan,11,11
SR Tendulkar,A Chandila,4,6
SR Tendulkar,A Flintoff,3,3
SR Tendulkar,A Kumble,1,2
SR Tendulkar,A Mishra,6,5
SR Tendulkar,A Mithun,7,7
SR Tendulkar,A Nehra,15,11
SR Tendulkar,A Singh,1,2
SR Tendulkar,A Symonds,8,8
SR Tendulkar,A Uniyal,7,6
SR Tendulkar,AA Chavan,7,8
SR Tendulkar,AA Jhunjhunwala,1,1
SR Tendulkar,AB Agarkar,5,4
SR Tendulkar,AB Dinda,63,45
SR Tendulkar,AB McDonald,3,4
SR Tendulkar,AC Thomas,5,11
SR Tendulkar,AD Mathews,1,3
SR Tendulkar,AJ Finch,2,5
SR Tendulkar,AL Menaria,5,4
SR Tendulkar,AM Salvi,10,9
SR Tendulkar,AP Dole,1,2
SR Tendulkar,Azhar Mahmood,18,12
SR Tendulkar,B Geeves,7,5
SR Tendulkar,B Kumar,5,8
SR Tendulkar,B Lee,16,9
SR Tendulkar,BA Bhatt,23,20
SR Tendulkar,BAW Mendis,0,1
SR Tendulkar,BW Hilfenhaus,1,1
SR Tendulkar,Bipul Sharma,2,4
SR Tendulkar,CH Gayle,11,10
SR Tendulkar,CH Morris,4,7
SR Tendulkar,D du Preez,0,3
SR Tendulkar,DE Bollinger,20,23
SR Tendulkar,DL Vettori,9,9
SR Tendulkar,DNT Zoysa,3,3
SR Tendulkar,DP Nannes,17,17
SR Tendulkar,DT Christian,11,11
SR Tendulkar,DW Steyn,53,36
SR Tendulkar,FH Edwards,2,2
SR Tendulkar,GB Hogg,5,4
SR Tendulkar,GD McGrath,9,5
SR Tendulkar,HV Patel,2,2
SR Tendulkar,Harmeet Singh,15,4
SR Tendulkar,I Sharma,82,63
SR Tendulkar,IK Pathan,33,37
SR Tendulkar,Iqbal Abdulla,19,13
SR Tendulkar,JA Morkel,55,33
SR Tendulkar,JD Unadkat,6,5
SR Tendulkar,JE Taylor,0,1
SR Tendulkar,JH Kallis,5,5
SR Tendulkar,JP Duminy,1,3
SR Tendulkar,Jaskaran Singh,25,16
SR Tendulkar,Joginder Sharma,1,2
SR Tendulkar,KAJ Roach,1,1
SR Tendulkar,KW Richardson,4,2
SR Tendulkar,Kamran Khan,1,1
SR Tendulkar,L Ablish,5,2
SR Tendulkar,L Balaji,14,18
SR Tendulkar,LR Shukla,6,5
SR Tendulkar,M Kartik,9,6
SR Tendulkar,M Morkel,7,10
SR Tendulkar,M Muralitharan,8,3
SR Tendulkar,MF Maharoof,24,11
SR Tendulkar,MM Sharma,12,11
SR Tendulkar,MS Gony,11,11
SR Tendulkar,NLTC Perera,14,12
SR Tendulkar,P Awana,9,7
SR Tendulkar,P Kumar,49,57
